id,name,artist,dance,energy,loud,mode,speech,acoustic,instrument,live,valence,tempo
2i1rj1tPT3oIsGp1KAGjZu ,So ein schöner Tag (Fliegerlied) - Party Mix                                                                                                                                     ,Tim Toupet                                      ,0.53,0.98,-3.058,1,0.269,0.151,0.0,0.094,0.817,135.393
7dblY1Epg03mXh2bJ9F44Z ,Irgendwas bleibt                                                                                                                                                                 ,Silbermond                                      ,0.523,0.581,-6.127,1,0.0251,0.0162,0.000276,0.0717,0.242,99.962
4wE3tI0hRy8N7VIP9N1CPM ,Blaue Flecken                                                                                                                                                                    ,Rosenstolz                                      ,0.823,0.741,-3.416,0,0.0251,0.49,0.00138,0.0975,0.811,115.022
3ptJBraFGtaeprD4BHmTfV ,Ein Kompliment                                                                                                                                                                   ,Sportfreunde Stiller                            ,0.419,0.874,-5.6,0,0.0346,0.00144,5.05e-05,0.145,0.62,79.506
6nE5RgNaFN5E5bpXeH2z9M ,Stadt                                                                                                                                                                            ,Cassandra Steen                                 ,0.693,0.78,-5.542,0,0.0989,0.182,0.0,0.101,0.762,96.036
020dAZXj8gLtO6vMabc1be ,Das geht ab - Wir feiern die ganze Nacht - Atzen Musik Mix                                                                                                                       ,Frauenarzt                                      ,0.938,0.649,-3.189,1,0.0582,0.00893,0.0,0.0506,0.38,131.019
1IivtUqnUfW9jH3pM08D8U ,Oh Jonny                                                                                                                                                                         ,Jan Delay                                       ,0.552,0.577,-7.107,1,0.0929,0.0122,0.000139,0.121,0.763,87.554
3XOa2OHS7DojbzwovkeKF1 ,Schöne neue Welt - Single Version                                                                                                                                                ,Culcha Candela                                  ,0.777,0.867,-4.567,1,0.0371,0.116,1.15e-05,0.396,0.38,139.037
2qQj72YfEUQ98t78U3qV1v ,Automatisch                                                                                                                                                                      ,Tokio Hotel                                     ,0.495,0.973,-3.627,0,0.0734,0.00227,1.68e-06,0.333,0.535,129.967
0EfHT3cIPfAmJ4SQiPs2FS ,Krieger des Lichts                                                                                                                                                               ,Silbermond                                      ,0.557,0.693,-6.697,1,0.0992,0.571,1.96e-05,0.111,0.529,171.899
0gIQb6fbCPllnyeJcSUHqa ,Pflaster                                                                                                                                                                         ,Ich + Ich                                       ,0.648,0.873,-4.656,1,0.0347,0.153,2.39e-05,0.531,0.397,143.958
6nHTgckNJCnOTwOkO3rr28 ,Monsta                                                                                                                                                                           ,Culcha Candela                                  ,0.845,0.782,-4.064,1,0.0317,0.172,0.0,0.217,0.961,133.048
2vtBuSvFgWcct7qns3gLeA ,Ich bau dir ein Schloss                                                                                                                                                          ,Jürgen Drews                                    ,0.63,0.988,-4.772,1,0.0406,0.0721,0.0,0.372,0.639,127.992
4rpjlQ9nsZd8CCiaIpfPxn ,"Küss mich, halt mich, lieb mich - Radio Version                                                                                                                                ",Ella Endlich                                    ,0.397,0.529,-4.771,1,0.0278,0.633,0.0,0.285,0.354,143.576
66sA9JeAeRuN1ZMtvthPQM ,Disco Pogo - Atzen Musik Mix                                                                                                                                                     ,Die Atzen                                       ,0.654,0.771,-4.844,0,0.0928,0.00898,0.0,0.0966,0.286,131.876
6xhI2HskPudsR3Tp6xaQJN ,Lass mich nie mehr los - Studio Version                                                                                                                                          ,Sportfreunde Stiller                            ,0.642,0.638,-7.838,1,0.0293,0.187,0.000267,0.244,0.588,117.987
3iFtSsKfDjR00VE9GERKuj ,Komm zur Ruhr                                                                                                                                                                    ,Herbert Grönemeyer                              ,0.501,0.514,-8.441,1,0.0414,0.141,0.000349,0.104,0.0789,91.009
2a0JDCBUo583L2kDLhexmW ,Geboren um zu leben                                                                                                                                                              ,Unheilig                                        ,0.512,0.875,-5.057,0,0.0408,0.0155,0.0,0.107,0.357,92.055
4slvkuyNSkOg8M80v8Jndp ,Schenk mir dein Herz - Radio Edit                                                                                                                                                ,Höhner                                          ,0.576,0.857,-4.973,1,0.0541,0.125,0.0,0.319,0.527,133.295
5Xeppus1VcUatqv9zS1sg6 ,Spinner                                                                                                                                                                          ,Revolverheld                                    ,0.544,0.861,-3.848,1,0.0364,0.179,0.0,0.0907,0.37,154.01
1Wgkake1IWYYR4o58SFWwP ,Einer von Zweien - Radio Version                                                                                                                                                 ,Ich + Ich                                       ,0.536,0.574,-4.301,0,0.0303,0.135,1.02e-05,0.114,0.575,168.025
47frgG1eiZSFJHsdvJn3VX ,Gebt uns ruhig die Schuld (den Rest könnt ihr behalten)                                                                                                                          ,Die Fantastischen Vier                          ,0.797,0.877,-3.98,1,0.0943,0.0563,0.0,0.118,0.871,160.048
6Fgk8pBAmzx0RBLaoSoX9L ,Der Himmel soll warten                                                                                                                                                           ,Sido                                            ,0.692,0.717,-6.111,0,0.265,0.0372,0.0,0.261,0.552,93.956
1ioybpfY7h6EmaYsLkl3uA ,"'54, '74, '90, 2010                                                                                                                                                            ",Sportfreunde Stiller                            ,0.545,0.953,-5.613,1,0.0969,0.0474,0.0,0.952,0.535,132.058
7odteZxzV7fQBgNjK34U2X ,Für immer                                                                                                                                                                        ,Unheilig                                        ,0.561,0.9,-5.733,1,0.0447,0.00209,7e-05,0.0401,0.618,137.987
0lQ82Fdrz0H0XDriBERS3H ,Schland O Schland                                                                                                                                                                ,Uwu Lena                                        ,0.725,0.872,-6.787,0,0.213,0.0537,0.0,0.981,0.726,95.036
2o9mLr7KuxCs2nY84IyQDS ,Gimme Hope Joachim                                                                                                                                                               ,Basta                                           ,0.843,0.663,-7.189,1,0.049,0.733,0.0,0.18,0.974,127.987
6frz4UJ6rmnbv5gOLhTyPn ,Universum - Single Version                                                                                                                                                       ,Ich + Ich                                       ,0.649,0.799,-4.513,1,0.0357,0.0361,4.5e-06,0.284,0.547,78.044
3mtTc2I7SACbviaR8yvlvv ,Elektrisches Gefühl                                                                                                                                                              ,Juli                                            ,0.649,0.868,-3.752,1,0.0367,0.0191,0.00143,0.383,0.787,87.962
4eQ3NjgWcgrBPWaIqDy9bv ,Unter deiner Flagge - Single Version                                                                                                                                             ,Unheilig                                        ,0.621,0.895,-6.574,1,0.0351,0.0095,2.17e-05,0.212,0.359,116.262
2jzMr4GqNXRNVgdHTyC9Gr ,Halt dich an mir fest (feat. Marta Jandová) - Duett Version                                                                                                                      ,Revolverheld                                    ,0.454,0.807,-3.915,1,0.0365,0.153,0.0,0.157,0.387,165.932
3iCtenuKDf5hFnLkNwj5Ay ,Winter - Single Version                                                                                                                                                          ,Unheilig                                        ,0.585,0.798,-4.203,1,0.0301,0.00418,0.00128,0.388,0.313,106.036
4nd5onkRpFPvqa8rGIiJgz ,Berlin City Girl                                                                                                                                                                 ,Culcha Candela                                  ,0.798,0.814,-4.127,0,0.04,0.0316,0.0,0.316,0.808,121.974
2TSoLv5tMkqikfpM5irrqZ ,Still                                                                                                                                                                            ,Jupiter Jones                                   ,0.487,0.666,-6.898,1,0.058,0.0378,2.71e-06,0.101,0.67,169.997
4JbplES7uHnbj1B5S0oQNK ,Nur noch kurz die Welt retten                                                                                                                                                    ,Tim Bendzko                                     ,0.899,0.503,-6.422,1,0.0504,0.224,0.0,0.095,0.864,102.099
4zuI0DTERHIEUNv8EoF8Lb ,Nur in meinem Kopf - Radio Edit                                                                                                                                                  ,Andreas Bourani                                 ,0.515,0.844,-4.183,1,0.0315,0.0137,0.000774,0.33,0.24,129.985
5xkhzuMwzoWhYXQyQp1h1y ,Wovon sollen wir träumen                                                                                                                                                         ,Frida Gold                                      ,0.685,0.727,-5.756,1,0.0554,0.00074,0.000112,0.202,0.586,127.995
4BUyrU4rOlZeUfexP1COs2 ,Wir sind am Leben                                                                                                                                                                ,Rosenstolz                                      ,0.669,0.743,-5.082,1,0.0262,0.0593,0.000373,0.0942,0.17,125.021
6WFSzm7yYDsj0wuuuxqB3q ,Echt                                                                                                                                                                             ,Glasperlenspiel                                 ,0.616,0.65,-3.58,0,0.0457,0.0497,0.0,0.161,0.577,141.949
119K6tpMsaaeDTJRUWfmRu ,Ein Herz kann man nicht reparieren (feat. Inga Humpe) - MTV Unplugged                                                                                                            ,Udo Lindenberg                                  ,0.684,0.92,-5.908,1,0.0382,0.466,0.0208,0.693,0.834,138.385
3tIN1SDHpOb0vmnLHjL0IH ,Wenn Worte meine Sprache wären                                                                                                                                                   ,Tim Bendzko                                     ,0.781,0.436,-8.224,0,0.0633,0.388,0.0,0.113,0.562,76.015
62BukCU8nVt44KQXm0LUff ,Cello (feat. Clueso) - MTV Unplugged Radio Atmo-Version                                                                                                                          ,Udo Lindenberg                                  ,0.524,0.681,-7.289,0,0.0812,0.623,7.64e-05,0.897,0.45,88.974
3TeYDVJAaehwBOiPhiCHEV ,Wildes Ding                                                                                                                                                                      ,Culcha Candela                                  ,0.697,0.709,-8.01,0,0.174,0.0115,0.0,0.351,0.601,132.086
0Fn9CmTw6nIYExeS8PHU9g ,Eiserner Steg                                                                                                                                                                    ,Philipp Poisel                                  ,0.627,0.561,-6.769,1,0.0274,0.0378,0.17,0.377,0.231,124.003
7rOS0DYmXaNHQ4JBNVrp8R ,Himmel auf                                                                                                                                                                       ,Silbermond                                      ,0.5,0.64,-7.175,0,0.0639,0.242,9.08e-06,0.236,0.411,163.969
2zcZZTw3p9J4eU1prdfXec ,Bück dich hoch                                                                                                                                                                   ,Deichkind                                       ,0.883,0.767,-4.025,1,0.164,0.0158,0.0,0.058,0.691,129.956
09BYThv0ktu2J5c2Vygt7n ,Leider geil (Leider geil)                                                                                                                                                        ,Deichkind                                       ,0.959,0.604,-7.929,1,0.389,0.173,0.0,0.146,0.834,120.011
5An7Cg6w16wFY0P14QelGw ,Fallschirm                                                                                                                                                                       ,Mia.                                            ,0.651,0.834,-3.095,0,0.116,0.0563,2.46e-05,0.0781,0.935,83.936
3vm2VlmCikwjWKpy8cwZ9d ,So wie Du warst                                                                                                                                                                  ,Unheilig                                        ,0.58,0.759,-5.532,1,0.027,0.00645,0.000451,0.133,0.313,115.521
21LQVYZKQYSWWzKlNzt4oq ,Songs für Liam                                                                                                                                                                   ,Kraftklub                                       ,0.52,0.968,-3.389,1,0.111,0.000301,2.2e-06,0.151,0.584,156.985
5CRHElxRbAIFlocvaZJeih ,Von allein - WIR & Culcha Candela Single Edit                                                                                                                                    ,Culcha Candela                                  ,0.751,0.933,-4.776,0,0.105,0.0559,0.0,0.0681,0.897,140.006
2qjUQp62E0HFH6i16YkPEC ,Easy                                                                                                                                                                             ,CRO                                             ,0.835,0.602,-6.782,1,0.035,0.0864,0.0,0.115,0.955,95.539
2yvjj3jNpS533fZNHzR6wH ,Du                                                                                                                                                                               ,CRO                                             ,0.756,0.785,-6.195,0,0.0819,0.122,1.28e-06,0.0526,0.943,105.959
2Jcx6qkJTt7mFRiIAXX3uc ,Wolke 7 - Single Version                                                                                                                                                         ,Max Herre                                       ,0.667,0.834,-6.224,0,0.0342,0.304,9.64e-05,0.062,0.581,95.033
08pGxGSlrjLshON7UT6RkZ ,Wie soll ein Mensch das ertragen                                                                                                                                                 ,Philipp Poisel                                  ,0.547,0.411,-10.958,1,0.0311,0.138,0.0108,0.107,0.378,144.443
3CT1nhEnqol4rHIdwD7Rr7 ,Lila Wolken                                                                                                                                                                      ,Marteria                                        ,0.543,0.676,-6.431,1,0.053,0.185,0.0,0.301,0.166,143.887
6t1fLyxyCPwGwPTnFK7mkg ,Freundschaft                                                                                                                                                                     ,Glasperlenspiel                                 ,0.596,0.803,-3.426,0,0.0639,0.0191,0.0,0.113,0.633,128.991
7iO60TeZkNo5CZq3oIDHkP ,Sonnentanz                                                                                                                                                                       ,Klangkarussell                                  ,0.813,0.389,-10.209,0,0.12,0.327,0.909,0.0982,0.162,119.955
4eT8TcG3KKlprFcYePA9gw ,Augenbling                                                                                                                                                                       ,Seeed                                           ,0.853,0.679,-4.029,1,0.113,0.00928,0.0,0.175,0.388,102.604
0OmZ8NpSUJwnAFM2e4oCuU ,Morgens immer müde - Single Version                                                                                                                                              ,Laing                                           ,0.932,0.581,-8.724,0,0.0445,0.0267,0.008,0.0865,0.9,130.005
1o7VoexABptcWX6AUWHWUL ,Ja                                                                                                                                                                               ,Silbermond                                      ,0.316,0.431,-7.881,1,0.0299,0.425,0.00616,0.158,0.0961,78.084
7tPx0INxzHlxWgOYnmNSgd ,Einmal um die Welt                                                                                                                                                               ,CRO                                             ,0.726,0.9,-4.134,1,0.0401,0.133,0.0,0.145,0.973,160.128
3AzVdNe7tCYbjjRzQyVLbN ,Bilder im Kopf                                                                                                                                                                   ,Sido                                            ,0.7,0.829,-5.418,1,0.202,0.0823,0.0,0.323,0.892,90.048
02dWbrwE3f89OLuPdttj53 ,Nackert - Single Version                                                                                                                                                         ,LaBrassBanda                                    ,0.601,0.797,-5.675,1,0.0298,0.0462,0.0131,0.108,0.548,140.062
6npQiQXTahXLlw4OiFeaUp ,Das kleine Küken piept - Radio Edit                                                                                                                                              ,Pulcino Pio                                     ,0.792,0.627,-8.541,0,0.252,0.355,1.21e-05,0.159,0.963,117.248
48ryVrcVace5FT6TOlvAT6 ,Meine Soldaten                                                                                                                                                                   ,Maxim                                           ,0.573,0.846,-4.716,1,0.0437,0.222,0.000415,0.109,0.604,154.072
7cYWlI3Fv2AfvrCY8Z0EIx ,Mein Herz                                                                                                                                                                        ,Beatrice Egli                                   ,0.69,0.878,-3.02,1,0.0453,0.0386,0.0,0.1,0.52,125.941
7JxmTKWt4zsXh4pgiOpdgA ,"Applaus, Applaus - Single Version                                                                                                                                              ",Sportfreunde Stiller                            ,0.419,0.676,-4.988,1,0.0414,0.00478,0.0,0.119,0.425,182.155
0jMRc5KoWu26Uf8NmqWSjS ,Liebe ist meine Rebellion                                                                                                                                                        ,Frida Gold                                      ,0.645,0.777,-3.365,0,0.0781,0.00988,2.43e-05,0.207,0.564,127.993
46LGWszI7pK43tqzVt29Wm ,Am seidenen Faden                                                                                                                                                                ,Tim Bendzko                                     ,0.573,0.519,-7.485,1,0.0328,0.127,1.28e-06,0.101,0.159,117.872
1SX19MvK2uNsY1ZRU7zG8T ,Nie vergessen                                                                                                                                                                    ,Glasperlenspiel                                 ,0.552,0.872,-4.955,0,0.0954,0.0292,0.0,0.136,0.657,106.982
1CeW79VAEYmvtyPfIQY8G8 ,Im Ascheregen                                                                                                                                                                    ,Casper                                          ,0.622,0.911,-7.058,0,0.1,0.0449,0.00194,0.24,0.254,142.04
3Flb4XQhwZD2H8qJeJ8Uu4 ,Das kann uns keiner nehmen                                                                                                                                                       ,Revolverheld                                    ,0.573,0.768,-5.251,1,0.0246,0.000367,0.0,0.285,0.504,95.986
5pqF0qKSQCEq5mt5CFEXoq ,Willst du                                                                                                                                                                        ,Alligatoah                                      ,0.733,0.751,-6.171,1,0.0828,0.631,0.0,0.149,0.701,126.018
2KLh9MRDjudabZO4tJQKoe ,Fehlerfrei                                                                                                                                                                       ,Helene Fischer                                  ,0.719,0.978,-3.841,1,0.183,0.0409,0.0,0.0777,0.673,123.958
5Zd6xRDfkWRT1FF1CnmvOG ,Lieder                                                                                                                                                                           ,Adel Tawil                                      ,0.518,0.756,-3.492,0,0.0461,0.3,0.0,0.224,0.466,183.77
4g1X5gWuDa6r24nAtpl8e9 ,Aschenflug                                                                                                                                                                       ,Adel Tawil                                      ,0.548,0.651,-6.632,0,0.195,0.085,0.0,0.199,0.596,146.344
0eUBg9Ckxp2eRsNWV1c6kH ,Einer dieser Steine                                                                                                                                                              ,Sido                                            ,0.777,0.463,-9.144,1,0.0381,0.396,2.85e-05,0.139,0.644,127.986
1deVETkdAQuoPbMDuKSTDh ,Unter die Haut (feat. Cassandra Steen)                                                                                                                                           ,Tim Bendzko                                     ,0.676,0.653,-5.524,0,0.033,0.128,0.0,0.0936,0.363,116.021
6lxTIMeCLEkj48TlCRG3XX ,Kids (2 Finger an den Kopf)                                                                                                                                                      ,Marteria                                        ,0.801,0.77,-3.38,0,0.133,0.142,0.00107,0.27,0.448,80.013
55VQvOY6dT63vHmYlWJDpG ,Ich lass für dich das Licht an                                                                                                                                                   ,Revolverheld                                    ,0.558,0.65,-7.186,1,0.0315,0.357,2.76e-05,0.147,0.413,138.071
5PcbCAQ0jQpr2xuRknr22B ,OMG!                                                                                                                                                                             ,Marteria                                        ,0.691,0.748,-6.224,1,0.0675,0.0773,0.0,0.181,0.509,80.999
1gXzUndDpLJf1k8iyOThhU ,Als wär's das erste Mal                                                                                                                                                          ,Unheilig                                        ,0.624,0.829,-5.628,1,0.0425,0.0013,0.00451,0.203,0.736,131.976
4zvYEncfgiI59ng3gFMvKE ,Liebe                                                                                                                                                                            ,Sido                                            ,0.462,0.812,-5.988,1,0.311,0.0573,0.0,0.186,0.632,172.461
4nZtskxEMamsdUxhWOQkO2 ,Atemlos durch die Nacht                                                                                                                                                          ,Helene Fischer                                  ,0.796,0.738,-4.851,1,0.0465,0.045,1.25e-06,0.156,0.856,128.043
3dmN352idc3QpPdJheHJa4 ,Nicht mit mir                                                                                                                                                                    ,TEY                                             ,0.836,0.731,-7.841,0,0.0728,0.206,0.00119,0.0967,0.22,109.981
0iAtLvGKbC4Z7LE2h7duLc ,Amoi seg' ma uns wieder - Radio Version                                                                                                                                          ,Andreas Gabalier                                ,0.475,0.202,-12.288,1,0.0306,0.742,0.0,0.116,0.314,114.715
0fHsDAxHoljPezzp8A84Kz ,Lass uns gehen                                                                                                                                                                   ,Revolverheld                                    ,0.606,0.841,-6.907,1,0.033,0.0766,0.0,0.211,0.321,122.003
6PIp0U7PSRUERuRAdfkLeg ,Zuhause (feat. Matisyahu)                                                                                                                                                        ,Adel Tawil                                      ,0.678,0.761,-4.636,1,0.0297,0.0398,0.0,0.168,0.638,96.981
6GyBgO7IGH7nBdhbogEYnT ,Auf anderen Wegen                                                                                                                                                                ,Andreas Bourani                                 ,0.553,0.314,-9.624,1,0.0272,0.763,1.98e-06,0.111,0.224,112.067
70fRUZsAxNKuxTy8gp4nKT ,Ich will immer wieder... dieses Fieber spür'n                                                                                                                                    ,Helene Fischer                                  ,0.723,0.899,-2.428,0,0.0345,0.246,0.0,0.118,0.591,121.054
1ZMODMeLK5x6W8r8jsmmgX ,Au Revoir (feat. Sido)                                                                                                                                                           ,Mark Forster                                    ,0.659,0.873,-5.349,1,0.0871,0.0435,0.0,0.379,0.623,105.963
6dXt4t5jgySnVTeTpT4C0l ,Auf uns                                                                                                                                                                          ,Andreas Bourani                                 ,0.63,0.886,-4.615,1,0.0406,0.011,0.0,0.0697,0.897,127.96
7s3VxmIizcDgDTRCA4kDzd ,Traum                                                                                                                                                                            ,CRO                                             ,0.706,0.772,-6.312,1,0.0652,0.0527,0.0,0.0636,0.964,119.976
0MsYSIag5JihnDLn2GkZh3 ,Wolke 4                                                                                                                                                                          ,Philipp Dittberner                              ,0.781,0.393,-12.423,0,0.0343,0.389,0.00888,0.0954,0.603,116.977
5NZlsLgfdg8HlP8RaXPIeP ,Unter meiner Haut - Radio Mix                                                                                                                                                    ,Gestört aber GeiL                               ,0.788,0.649,-9.363,1,0.0589,0.0507,1.94e-05,0.315,0.387,126.004
69kCVBamC48sizKB1qNQWE ,Herz über Kopf                                                                                                                                                                   ,JORIS                                           ,0.574,0.52,-8.012,0,0.0445,0.0103,0.0,0.133,0.454,132.878
2xtnnO9bHKXEmsfetO3ldK ,Wie schön du bist                                                                                                                                                                ,Sarah Connor                                    ,0.366,0.532,-6.054,1,0.034,0.00718,3.79e-06,0.109,0.141,88.05
2aGDxHavIuRArjI3NwfaVY ,Flash mich                                                                                                                                                                       ,Mark Forster                                    ,0.649,0.831,-5.484,0,0.0701,0.0294,2.92e-05,0.182,0.497,90.053
6oHDvarQSp0mf5AD1SyNH0 ,Lieblingsmensch                                                                                                                                                                  ,Namika                                          ,0.539,0.533,-7.897,0,0.347,0.0824,0.0,0.129,0.646,120.054
0pQr5WsobmdZHnuObT0sc2 ,Astronaut                                                                                                                                                                        ,Sido                                            ,0.665,0.662,-6.874,0,0.271,0.171,0.0,0.0831,0.381,149.976
6Sr3iRWoMsyqVfNDJJQmzk ,Bye Bye                                                                                                                                                                          ,CRO                                             ,0.625,0.54,-9.472,1,0.114,0.19,0.0,0.976,0.489,80.013
7bolFIVYrui4h98GEK0MIK ,Geiles Leben                                                                                                                                                                     ,Glasperlenspiel                                 ,0.639,0.613,-9.448,1,0.0319,0.0649,0.0833,0.0882,0.651,121.972
1ejlaQBxPJ0P27FXJGMi3W ,Ich will nur dass du weißt - Radio Edit                                                                                                                                          ,SDP                                             ,0.616,0.69,-5.749,1,0.0411,0.529,0.0,0.117,0.452,82.0
5KeR2J0sSem4BWYdcTW1Jf ,Alles brennt                                                                                                                                                                     ,Johannes Oerding                                ,0.57,0.698,-8.426,0,0.0317,0.165,0.000295,0.111,0.48,141.935
1n3pxPZ5LXUkCbuyR9S3wc ,Bauch und Kopf                                                                                                                                                                   ,Mark Forster                                    ,0.468,0.443,-9.556,0,0.099,0.687,2.56e-05,0.325,0.31,113.233
1d0LKskvREPlQfBanvabh8 ,Schwung in die Kiste                                                                                                                                                             ,Die Orsons                                      ,0.658,0.708,-7.124,1,0.314,0.0138,0.0,0.7,0.473,92.572
6J07Aeq7fOW5Xx9mFtwyoH ,Oft gefragt                                                                                                                                                                      ,AnnenMayKantereit                               ,0.629,0.736,-6.79,1,0.0488,0.3,6.58e-06,0.158,0.311,125.261
5b44IIBre0xAgV4CjACOCN ,Denken Sie groß                                                                                                                                                                  ,Deichkind                                       ,0.789,0.831,-5.438,1,0.0696,0.0411,0.0,0.0428,0.786,98.998
5dAhClprLlWd10J4FEWEEY ,Ultraleicht                                                                                                                                                                      ,Andreas Bourani                                 ,0.49,0.693,-9.212,0,0.0272,0.133,0.000792,0.652,0.189,89.936
0lKyMPBRuIDCX56NORu5NZ ,Die immer lacht - Radio 2016 Mix                                                                                                                                                 ,Stereoact                                       ,0.729,0.542,-7.671,0,0.0844,0.0262,5.22e-06,0.211,0.52,127.995
627QU4vNG3alCWCK1FMeLK ,Hulapalu                                                                                                                                                                         ,Andreas Gabalier                                ,0.705,0.676,-4.672,1,0.0468,0.503,0.0,0.628,0.701,124.959
1sr9lbDDGIxmFK7wUdA1Z8 ,Ahnma                                                                                                                                                                            ,Beginner                                        ,0.516,0.763,-7.173,1,0.467,0.257,0.0,0.608,0.378,81.6
7AraSdlKIOoPCLRKkI3WjP ,Wir sind groß                                                                                                                                                                    ,Mark Forster                                    ,0.624,0.686,-6.403,0,0.173,0.641,0.0,0.112,0.41,86.045
1dB19ppPm5cMuLaEm9jbDD ,Stimme                                                                                                                                                                           ,EFF                                             ,0.767,0.808,-4.636,0,0.0623,0.0614,1.96e-06,0.251,0.601,121.996
4EB11zPPq3jDbhnwWpzFL9 ,80 Millionen                                                                                                                                                                     ,Max Giesinger                                   ,0.553,0.68,-8.297,1,0.0526,0.0751,0.000119,0.309,0.57,114.949
00ZoztotP7jEoezTPNMjvm ,Musik sein                                                                                                                                                                       ,Wincent Weiss                                   ,0.455,0.719,-6.138,1,0.0853,0.0963,0.0,0.238,0.548,156.662
4mMYmlFkmrDStcSSpBKAE7 ,Wenn sie tanzt                                                                                                                                                                   ,Max Giesinger                                   ,0.649,0.71,-6.775,1,0.0394,0.0509,0.0,0.179,0.35,117.058
4dCGCvWz2YGBDBor9AKQU7 ,Keine Maschine                                                                                                                                                                   ,Tim Bendzko                                     ,0.703,0.58,-7.648,0,0.0556,0.0225,0.0,0.0991,0.896,135.992
4ZPXuHp219ujq6QJ9oqteR ,Chöre                                                                                                                                                                            ,Mark Forster                                    ,0.773,0.623,-6.173,0,0.0377,0.22,0.0,0.389,0.714,129.962
2kUUMGxMFcKItXfy36x7Th ,Leichtes Gepäck                                                                                                                                                                  ,Silbermond                                      ,0.581,0.69,-5.554,0,0.0336,0.0058,0.0,0.32,0.453,124.989
0KEWlPJ12ucClvhhagU8Bw ,Bonnie & Clyde                                                                                                                                                                   ,Sarah Connor                                    ,0.63,0.469,-8.161,1,0.0379,0.228,0.0,0.124,0.191,135.931
379wqj7mJ2IIeIQvLtNpDk ,Durch die schweren Zeiten                                                                                                                                                        ,Udo Lindenberg                                  ,0.578,0.503,-6.186,1,0.0303,0.148,0.0,0.104,0.353,145.924
4poYvYKOKtpAOoXSIYeU0A ,Pocahontas                                                                                                                                                                       ,AnnenMayKantereit                               ,0.596,0.591,-9.254,0,0.0363,0.34,0.00517,0.097,0.135,118.818
60iRd83DKxuXfloZ9hHwl6 ,Scheissmelodie - Single Edit                                                                                                                                                     ,Kerstin Ott                                     ,0.641,0.833,-5.761,0,0.0337,0.00802,5.58e-05,0.299,0.697,117.009
1WJVj7GI4Jv8lyIHHOXHfc ,Geboren um dich zu lieben                                                                                                                                                        ,DJ Ötzi                                         ,0.689,0.94,-4.487,0,0.0351,0.0289,0.0,0.343,0.69,126.005
3fMgzh3W7ktAjS1BBQgXxG ,Hey                                                                                                                                                                              ,Andreas Bourani                                 ,0.456,0.378,-9.636,1,0.0381,0.631,0.0,0.103,0.151,135.847
5iYe4mt1bf1KVzVM8EY6y8 ,Du bist schön                                                                                                                                                                    ,Alligatoah                                      ,0.672,0.676,-6.508,1,0.0381,0.0965,1.67e-05,0.735,0.442,120.068
1CLljfgtXG6ODaJONSMkwQ ,Sowieso                                                                                                                                                                          ,Mark Forster                                    ,0.764,0.672,-5.612,0,0.226,0.0397,5.54e-06,0.0777,0.727,128.029
1QzmdyU1N47jAj0ao5IvlW ,Ist da jemand                                                                                                                                                                    ,Adel Tawil                                      ,0.647,0.76,-3.831,1,0.0363,0.472,0.0,0.0933,0.493,145.917
5caMCe2gq8y72GVUEQEonQ ,Unendlichkeit                                                                                                                                                                    ,CRO                                             ,0.312,0.672,-6.154,0,0.062,0.169,0.0,0.173,0.425,77.658
4hKWUzhQWsOkgT6LnDEASe ,Was du Liebe nennst                                                                                                                                                              ,Bausa                                           ,0.874,0.487,-8.154,1,0.0641,0.393,2.96e-05,0.0524,0.746,144.956
3GRoxbBauU8Ui1zUJwn9aD ,Feuerwerk                                                                                                                                                                        ,Wincent Weiss                                   ,0.662,0.797,-5.777,1,0.0338,0.123,4.15e-06,0.182,0.653,146.01
0eBEo8ckRAmUEdrbmgpevQ ,Kogong                                                                                                                                                                           ,Mark Forster                                    ,0.659,0.524,-9.64,1,0.0629,0.178,0.000691,0.131,0.482,130.09
5KSzv6Ho2Xw1k61SpM3l5n ,Wannsee                                                                                                                                                                          ,Die Toten Hosen                                 ,0.642,0.536,-4.42,1,0.0428,0.0202,0.0,0.112,0.392,156.048
0eV2yonbivxFUtGm8RrGd8 ,Zusammen feat. Clueso (feat. Clueso)                                                                                                                                             ,Die Fantastischen Vier                          ,0.706,0.688,-6.137,0,0.046,0.0184,0.0,0.222,0.626,125.038
1I2ziAYoM5rEh5uWBp76Tx ,An Wunder                                                                                                                                                                        ,Wincent Weiss                                   ,0.471,0.788,-6.868,1,0.0387,0.0126,4.45e-06,0.201,0.448,74.015
3yhaXZury9ZUpfXvdvuWiB ,Vagabund                                                                                                                                                                         ,Bausa                                           ,0.894,0.557,-7.655,1,0.0536,0.224,0.000587,0.0812,0.651,102.94
1rGZd7EVl4aOClpzDLNPwy ,Tausend Tattoos                                                                                                                                                                  ,Sido                                            ,0.652,0.818,-4.223,1,0.221,0.129,0.0,0.234,0.373,92.246
483ykNWhSQXYprueXUMNeo ,Cordula Grün                                                                                                                                                                     ,Josh.                                           ,0.757,0.649,-6.842,1,0.0536,0.427,0.0,0.0903,0.73,109.014
4MshU1BZjRZjXtoSpaOJlL ,Einmal                                                                                                                                                                           ,Mark Forster                                    ,0.779,0.702,-6.133,1,0.0965,0.0482,0.0,0.127,0.761,127.974
1SSzM044DUbVpYNNHWIhYJ ,Vermissen (feat. Henning May)                                                                                                                                                    ,Juju                                            ,0.718,0.667,-5.008,0,0.0551,0.169,0.0,0.0674,0.48,89.029
